
Fecha;APORTA;;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2004-11-26;16.126,98;232080787694;13.881,94;282647689824;26.651,35;37915436677;15.168,16;276099167879;15.014,59;101307893420;15.905,59;86324892708
2004-11-27;16.126,98;232080787694;13.881,94;282647689824;26.651,35;37915436677;15.168,16;276099167879;15.014,59;101307893420;15.905,59;86324892708
2004-11-28;16.126,98;232080787694;13.881,94;282647689824;26.651,35;37915436677;15.168,16;276099167879;15.014,59;101307893420;15.905,59;86324892708
2004-11-29;16.120,06;232027042961;13.884,22;282729155477;26.657,25;37930931187;15.166,44;276289809177;15.020,65;101499067905;15.907,08;86304588674
2004-11-30;16.133,17;232108355763;13.894,33;282932119979;26.660,50;37939564234;15.174,88;276442772454;15.023,43;101418237429;15.918,01;86363509820
2004-12-01;16.123,48;231965508914;13.885,41;282697867588;26.644,30;37916512611;15.162,67;276206670930;15.017,82;101354538084;15.901,56;86274236515
2004-12-02;16.104,02;230770379820;13.881,35;280969061161;26.624,68;37888315008;15.149,65;275922620228;15.004,09;101234108735;15.894,54;86257548723
2004-12-03;16.049,86;229625393840;13.855,63;279855345573;26.567,77;37807331758;15.127,83;275466916332;14.977,36;101009114545;15.873,00;85655749147
2004-12-04;16.049,86;229625393840;13.855,63;279855345573;26.567,77;37807331758;15.127,83;275466916332;14.977,36;101009114545;15.873,00;85655749147
2004-12-05;16.049,86;229625393840;13.855,63;279855345573;26.567,77;37807331758;15.127,83;275466916332;14.977,36;101009114545;15.873,00;85655749147
2004-12-06;16.105,62;229824243326;13.885,94;280473563075;26.633,36;37900401140;15.152,49;274651485424;15.010,07;101053917262;15.899,21;85723680371
2004-12-07;16.107,57;229633234014;13.877,97;279928433017;26.615,56;37781824758;15.152,00;274293122063;15.014,93;100382807975;15.897,17;84293261523
2004-12-08;16.107,57;229633234014;13.877,97;279928433017;26.615,56;37781824758;15.152,00;274293122063;15.014,93;100382807975;15.897,17;84293261523
2004-12-09;16.120,33;229565045508;13.889,48;278098851054;26.638,15;37694885446;15.169,25;274556349241;15.027,00;100200401153;15.910,75;84366928685
2004-12-10;16.151,47;229551733045;13.907,44;278410007440;26.683,40;37571369044;15.199,93;274194907514;15.049,88;100282951792;15.939,83;84284269911
2004-12-11;16.151,47;229551733045;13.907,44;278410007440;26.683,40;37571369044;15.199,93;274194907514;15.049,88;100282951792;15.939,83;84284269911
2004-12-12;16.151,47;229551733045;13.907,44;278410007440;26.683,40;37571369044;15.199,93;274194907514;15.049,88;100282951792;15.939,83;84284269911
2004-12-13;16.143,57;228951508139;13.909,11;278417872060;26.697,39;37606540249;15.209,36;274163085019;15.052,34;100237492545;15.943,64;84315297381
2004-12-14;16.112,07;228513379552;13.876,96;277848857553;26.632,87;37539160843;15.175,67;273585335191;15.026,77;100053448639;15.897,40;84070877249
2004-12-15;16.078,49;227729110163;13.856,70;277394722443;26.587,36;37473930386;15.145,10;273195489846;14.998,97;99860926979;15.856,60;83582294843
2004-12-16;16.107,82;227872694890;13.881,36;276405037280;26.622,13;37540069840;15.169,56;273632979774;15.027,66;100015891323;15.885,14;83731050277
2004-12-17;16.108,20;227404371011;13.885,60;275855318461;26.636,26;37011802768;15.173,18;273022003122;15.025,06;99266424701;15.902,47;83490920771
2004-12-18;16.108,20;227404371011;13.885,60;275855318461;26.636,26;37011802768;15.173,18;273022003122;15.025,06;99266424701;15.902,47;83490920771
2004-12-19;16.108,20;227404371011;13.885,60;275855318461;26.636,26;37011802768;15.173,18;273022003122;15.025,06;99266424701;15.902,47;83490920771
2004-12-20;16.110,87;227497614128;13.887,78;275922611955;26.637,38;37125839285;15.177,62;272927123872;15.023,37;99324752195;15.908,43;83650899074
2004-12-21;16.072,41;227031938686;13.859,41;275367144110;26.571,11;37083062198;15.132,47;272234230349;14.983,96;98524473534;15.865,53;83369320856
2004-12-22;16.080,81;227320232992;13.873,64;276155063183;26.605,34;37127198514;15.160,00;272989333599;14.996,99;98505361137;15.881,09;83549040874
2004-12-23;16.094,97;227382601787;13.873,04;274584790793;26.599,28;37118171807;15.157,84;273084327615;14.995,72;98517185457;15.885,00;83620999571
2004-12-24;16.083,95;226863109694;13.867,10;274703800949;26.583,73;37101056917;15.154,66;273219829627;14.989,86;98478658687;15.889,34;83799607348
2004-12-25;16.083,95;226863109694;13.867,10;274703800949;26.583,73;37101056917;15.154,66;273219829627;14.989,86;98478658687;15.889,34;83799607348
2004-12-26;16.083,95;226863109694;13.867,10;274703800949;26.583,73;37101056917;15.154,66;273219829627;14.989,86;98478658687;15.889,34;83799607348
2004-12-27;16.101,19;226888810275;13.873,05;274734523632;26.595,65;37134089988;15.160,93;272186437402;14.994,18;98655042715;15.893,67;83749146679
2004-12-28;16.093,51;226674489564;13.872,94;274728022581;26.591,02;37154140086;15.164,22;272233776599;14.997,72;98669251969;15.898,21;83777928025
2004-12-29;16.113,06;227030876017;13.865,78;274715149352;26.583,10;37203928354;15.159,77;272292242493;14.992,96;98636489740;15.888,92;83726918943
2004-12-30;16.119,43;227200114636;13.883,86;275167724477;26.598,83;37276576923;15.170,40;272434715943;15.006,47;98763403962;15.903,43;83802664051
2004-12-31;16.104,90;227043483586;13.877,40;275039500700;26.576,94;37245863733;15.159,72;272246803590;14.996,93;98700587983;15.901,58;83792356002

Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-01-01;16.104,90;227043483586;13.877,40;275039500700;26.576,94;37245863733;15.159,72;272246803590;14.996,93;98700587983;15.901,58;83792356002
2005-01-02;16.104,90;227043483586;13.877,40;275039500700;26.576,94;37245863733;15.159,72;272246803590;14.996,93;98700587983;15.901,58;83792356002
2005-01-03;16.094,43;226184336750;13.878,67;274761162228;26.579,90;37249909057;15.157,23;272168797732;14.997,98;98588662765;15.900,69;83787681217
2005-01-04;16.076,32;225662412299;13.875,30;273648689582;26.557,03;37074226438;15.155,31;272082245388;14.990,57;98378480846;15.901,28;83589171629
2005-01-05;16.078,64;225380116252;13.876,78;272579603269;26.599,66;37053765195;15.178,27;272303084518;15.004,57;98472700961;15.931,80;83456821134
2005-01-06;16.071,00;225042729489;13.873,68;271219147479;26.589,32;36950152992;15.163,64;271771259645;15.002,10;98224660799;15.917,68;82941634795
2005-01-07;16.050,80;224398082714;13.857,30;270428438355;26.572,85;36794639618;15.147,08;271435244910;14.993,69;98152623734;15.903,03;82739892443
2005-01-08;16.050,80;224398082714;13.857,30;270428438355;26.572,85;36794639618;15.147,08;271435244910;14.993,69;98152623734;15.903,03;82739892443
2005-01-09;16.050,80;224398082714;13.857,30;270428438355;26.572,85;36794639618;15.147,08;271435244910;14.993,69;98152623734;15.903,03;82739892443
2005-01-10;16.043,17;223429969258;13.851,42;269711204696;26.562,40;36688829947;15.143,80;270679859360;14.991,57;97844506728;15.897,50;82491209227
2005-01-11;16.046,89;223275106140;13.855,02;269850746679;26.565,41;36693193668;15.149,53;269981224498;14.992,96;97399149511;15.900,49;82475222828
2005-01-12;16.046,21;222430302590;13.858,92;269475827746;26.565,99;36677905359;15.152,42;269754259988;14.993,68;97313967068;15.903,11;82236639954
2005-01-13;16.066,37;222468282088;13.868,20;268849929886;26.590,13;36821971876;15.163,00;269682616002;14.999,47;97344206294;15.912,28;82290306873
2005-01-14;16.046,23;221751446882;13.857,77;268354555229;26.564,51;36785729169;15.152,58;269576983175;14.990,30;97338319749;15.895,36;82349419558
2005-01-15;16.046,23;221751446882;13.857,77;268354555229;26.564,51;36785729169;15.152,58;269576983175;14.990,30;97338319749;15.895,36;82349419558
2005-01-16;16.046,23;221751446882;13.857,77;268354555229;26.564,51;36785729169;15.152,58;269576983175;14.990,30;97338319749;15.895,36;82349419558
2005-01-17;16.065,78;221648186249;13.874,76;268179771378;26.594,67;36357449010;15.164,95;269268771590;15.003,17;96724810311;15.913,85;82182638202
2005-01-18;16.075,19;221447908783;13.889,15;268546171627;26.618,56;36394903312;15.179,86;269693168509;15.013,92;96823592834;15.920,08;82262854444
2005-01-19;16.093,33;221102113760;13.910,76;268957563430;26.655,59;36443844608;15.202,30;270039136126;15.038,75;97010227415;15.941,26;82278831782
2005-01-20;16.080,79;220932477087;13.899,84;269108259275;26.641,36;36509559119;15.191,91;269839149165;15.036,60;96884781715;15.928,62;82142394094
2005-01-21;16.112,11;221075402617;13.900,21;268127262191;26.663,88;36578835657;15.202,81;270086257055;15.042,60;96862059479;15.941,80;82186910718
2005-01-22;16.112,11;221075402617;13.900,21;268127262191;26.663,88;36578835657;15.202,81;270086257055;15.042,60;96862059479;15.941,80;82186910718
2005-01-23;16.112,11;221075402617;13.900,21;268127262191;26.663,88;36578835657;15.202,81;270086257055;15.042,60;96862059479;15.941,80;82186910718
2005-01-24;16.086,34;220811750510;13.886,82;267948538312;26.620,57;36529919052;15.191,37;270188679532;15.030,03;96988653487;15.925,39;82205443276
2005-01-25;16.080,09;220717607746;13.890,34;268131615648;26.628,38;36543793298;15.198,83;270319388554;15.033,32;96536445594;15.930,00;82180865901
2005-01-26;16.115,79;221141564762;13.913,59;268774932264;26.685,18;36649456418;15.225,53;270752715038;15.061,08;96721595231;15.963,51;82392568427
2005-01-27;16.153,79;221782274859;13.928,90;268155653640;26.747,59;36735164664;15.237,05;271028673535;15.084,72;97035007062;15.977,54;82538531893
2005-01-28;16.160,68;221375910432;13.948,52;268346594453;26.760,50;36752832277;15.252,27;271469019925;15.101,32;97139237244;15.994,23;82560566779
2005-01-29;16.160,68;221375910432;13.948,52;268346594453;26.760,50;36752832277;15.252,27;271469019925;15.101,32;97139237244;15.994,23;82560566779
2005-01-30;16.160,68;221375910432;13.948,52;268346594453;26.760,50;36752832277;15.252,27;271469019925;15.101,32;97139237244;15.994,23;82560566779
2005-01-31;16.157,41;221476260046;13.949,22;268496910057;26.774,53;36796024184;15.250,84;270058681077;15.096,68;97096803579;15.972,40;82447580743
2005-02-01;16.120,57;220768462539;13.932,51;268176134226;26.743,12;36677749291;15.237,01;269747474692;15.078,16;96924025847;15.952,17;82343178001
2005-02-02;16.160,16;221163181467;13.945,21;268416585752;26.777,01;36656104725;15.245,97;269799088700;15.096,42;97039189613;15.970,84;82445285076
2005-02-03;16.151,68;220707389933;13.954,81;267430854054;26.783,11;36662828108;15.259,56;269995801231;15.107,93;97078576623;15.983,49;82342343811
2005-02-04;16.134,47;219343599159;13.938,85;267133650244;26.748,32;36641823471;15.238,83;269457259907;15.085,15;96882375303;15.967,23;82199288207
2005-02-05;16.134,47;219343599159;13.938,85;267133650244;26.748,32;36641823471;15.238,83;269457259907;15.085,15;96882375303;15.967,23;82199288207
2005-02-06;16.134,47;219343599159;13.938,85;267133650244;26.748,32;36641823471;15.238,83;269457259907;15.085,15;96882375303;15.967,23;82199288207
2005-02-07;16.130,83;218769175860;13.945,03;266774778474;26.746,11;36569507892;15.242,98;269416214563;15.086,20;96818483978;15.971,82;82120285029
2005-02-08;16.130,15;218338641960;13.946,24;266349919654;26.753,54;36367087786;15.245,87;269375237047;15.081,31;96180840004;15.969,96;82112654093
2005-02-09;16.162,12;218557603477;13.952,14;266464940397;26.765,21;36381870995;15.258,34;269084268383;15.088,79;96089860808;15.989,21;82098278517
2005-02-10;16.178,70;218586335889;13.967,32;266235118412;26.765,03;36294018882;15.262,31;268231456361;15.098,69;96091459946;15.996,89;82095657232
2005-02-11;16.167,03;216941810406;13.959,18;265251902844;26.747,05;36207226138;15.260,54;268068761108;15.094,16;96067677764;15.988,91;81791360056
2005-02-12;16.167,03;216941810406;13.959,18;265251902844;26.747,05;36207226138;15.260,54;268068761108;15.094,16;96067677764;15.988,91;81791360056
2005-02-13;16.167,03;216941810406;13.959,18;265251902844;26.747,05;36207226138;15.260,54;268068761108;15.094,16;96067677764;15.988,91;81791360056
2005-02-14;16.160,32;216688758141;13.960,61;265286278337;26.741,52;36206680157;15.260,58;268174588973;15.090,71;96095499823;15.986,47;81828726012
2005-02-15;16.176,41;216559844589;13.969,13;265512496334;26.776,66;36253252290;15.274,90;268438520558;15.100,11;96153764816;15.999,95;81898207605
2005-02-16;16.188,84;216147326324;13.980,06;265599124631;26.787,24;35825808981;15.288,27;268348979498;15.113,77;95629465954;16.014,64;81781281712
2005-02-17;16.203,31;215734484674;14.002,46;265248411732;26.834,52;35888836547;15.307,62;268739108304;15.133,85;95865154253;16.037,18;81966886403
2005-02-18;16.182,56;215439642862;13.991,98;265215859627;26.803,05;35985624551;15.294,45;268507010801;15.121,35;95785374477;16.018,09;81694839397
2005-02-19;16.182,56;215439642862;13.991,98;265215859627;26.803,05;35985624551;15.294,45;268507010801;15.121,35;95785374477;16.018,09;81694839397
2005-02-20;16.182,56;215439642862;13.991,98;265215859627;26.803,05;35985624551;15.294,45;268507010801;15.121,35;95785374477;16.018,09;81694839397
2005-02-21;16.184,36;215236900165;13.988,81;265148243603;26.806,22;35964803413;15.286,16;266702963195;15.117,35;95706016847;16.014,90;81691227744
2005-02-22;16.178,87;214967304270;13.985,60;265089803442;26.801,40;35969387442;15.286,59;266685242739;15.112,45;95472146177;16.010,41;81670434186
2005-02-23;16.177,52;214353915835;13.981,57;265187845476;26.806,12;35990387284;15.284,32;266911707381;15.106,23;95430518218;16.007,04;81488238819
2005-02-24;16.205,56;214710058288;14.000,44;264412510228;26.848,19;36038125798;15.302,99;267442171304;15.121,71;95678056161;16.022,35;81541704234
2005-02-25;16.225,09;215037584275;14.011,42;264598615112;26.866,07;36075466187;15.319,89;267824607705;15.141,54;95803438017;16.042,35;81618321545
2005-02-26;16.225,09;215037584275;14.011,42;264598615112;26.866,07;36075466187;15.319,89;267824607705;15.141,54;95803438017;16.042,35;81618321545
2005-02-27;16.225,09;215037584275;14.011,42;264598615112;26.866,07;36075466187;15.319,89;267824607705;15.141,54;95803438017;16.042,35;81618321545
2005-02-28;16.215,73;215127698000;14.042,23;265298424211;26.917,68;36158837779;15.359,61;268731069426;15.162,35;95888771142;16.071,18;81769127150

Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2005-03-01;16.051,53;81669193107;16.219,70;215178620799;14.030,93;265077595092;26.874,42;36100459836;15.344,88;268455857934;15.152,56;95762238255
2005-03-02;16.081,04;81547106450;16.245,28;214881981366;14.052,40;265386468990;26.918,08;36172588652;15.367,51;268845437791;15.170,73;95875365814
2005-03-03;16.119,90;81743720562;16.279,77;214545977631;14.074,79;264623558301;26.958,57;36227000971;15.386,73;269034395420;15.199,71;96037625654
2005-03-04;16.102,48;81186358438;16.271,75;213578981445;14.062,89;264403728466;26.937,76;35924050961;15.378,13;268887469209;15.194,25;95895665661
2005-03-05;16.102,48;81186358438;16.271,75;213578981445;14.062,89;264403728466;26.937,76;35924050961;15.378,13;268887469209;15.194,25;95895665661
2005-03-06;16.102,48;81186358438;16.271,75;213578981445;14.062,89;264403728466;26.937,76;35924050961;15.378,13;268887469209;15.194,25;95895665661
2005-03-07;16.111,26;81230604372;16.274,57;213147265620;14.065,29;263997179644;26.950,08;35687359203;15.385,79;268307823396;15.200,71;95853561371
2005-03-08;16.104,44;80705809023;16.271,38;212473287887;14.063,68;263498602305;26.939,59;35673473647;15.381,71;268130059736;15.196,25;95285518620
2005-03-09;16.122,96;80566082059;16.286,56;211898071470;14.080,25;263886810492;26.973,49;35715867071;15.397,68;267574311244;15.208,29;95219255155
2005-03-10;16.146,61;80637752475;16.304,69;211571960032;14.101,39;263112465043;27.004,82;35577590297;15.412,41;267756467892;15.225,19;95307274503
2005-03-11;16.128,43;80359166697;16.301,93;210926591173;14.089,80;263150702776;26.986,03;35487933871;15.403,72;267561072224;15.214,71;95228505968
2005-03-12;16.128,43;80359166697;16.301,93;210926591173;14.089,80;263150702776;26.986,03;35487933871;15.403,72;267561072224;15.214,71;95228505968
2005-03-13;16.128,43;80359166697;16.301,93;210926591173;14.089,80;263150702776;26.986,03;35487933871;15.403,72;267561072224;15.214,71;95228505968
2005-03-14;16.125,36;80435871549;16.296,85;210743157435;14.093,24;263267040573;26.973,31;35497372435;15.396,98;267663083459;15.214,93;95216330381
2005-03-15;16.122,58;80298902307;16.299,27;210256212658;14.104,28;263599472243;26.982,54;35482278871;15.398,49;267376130654;15.223,31;95368392991
2005-03-16;16.120,50;79940211396;16.292,63;209649047591;14.098,01;263183955761;26.969,94;35029075702;15.397,86;266748160163;15.220,94;94799259658
2005-03-17;16.118,73;80025804910;16.287,19;209308683071;14.087,43;261998965095;26.979,91;35216505600;15.389,50;266649918345;15.214,29;94675261341
2005-03-18;16.122,92;79889554900;16.285,74;209414731955;14.084,53;262187834464;26.974,90;35263969617;15.388,86;266817681459;15.211,97;94683754488
2005-03-19;16.122,92;79889554900;16.285,74;209414731955;14.084,53;262187834464;26.974,90;35263969617;15.388,86;266817681459;15.211,97;94683754488
2005-03-20;16.122,92;79889554900;16.285,74;209414731955;14.084,53;262187834464;26.974,90;35263969617;15.388,86;266817681459;15.211,97;94683754488
2005-03-21;16.105,41;79730196579;16.278,73;208765315886;14.076,57;262226379181;26.932,75;35060015401;15.370,52;266743355866;15.199,42;94646396547
2005-03-22;16.112,33;79808365488;16.278,19;208294873837;14.082,74;262344239035;26.945,57;35076035029;15.377,64;266888336916;15.201,88;94283062438
2005-03-23;16.100,97;81149320486;16.270,22;207526191285;14.071,88;262192469098;26.930,29;35063154462;15.368,13;266737660090;15.193,36;94224676361
2005-03-24;16.116,81;81241379672;16.314,35;207724351109;14.084,37;261045173804;26.945,27;35058475354;15.383,03;267145992386;15.210,99;94288023020
2005-03-25;16.116,81;81241379672;16.314,35;207724351109;14.084,37;261045173804;26.945,27;35058475354;15.383,03;267145992386;15.210,99;94288023020
2005-03-26;16.116,81;81241379672;16.314,35;207724351109;14.084,37;261045173804;26.945,27;35058475354;15.383,03;267145992386;15.210,99;94288023020
2005-03-27;16.116,81;81241379672;16.314,35;207724351109;14.084,37;261045173804;26.945,27;35058475354;15.383,03;267145992386;15.210,99;94288023020
2005-03-28;16.100,60;80741629131;16.280,91;207081397254;14.070,62;260993763912;26.921,98;35028221199;15.373,62;264873988266;15.200,08;94376098361
2005-03-29;16.133,20;80952576811;16.311,86;207550661714;14.090,29;261292273793;26.961,05;35086209885;15.404,06;265395609439;15.222,25;94509334022
2005-03-30;16.134,29;81101707221;16.312,82;207573849147;14.090,30;261300607031;26.947,11;35179956132;15.404,98;265472782701;15.219,73;94375639839
2005-03-31;16.130,61;81091875002;16.303,38;207462018048;14.083,01;259292426084;26.944,47;35181819428;15.406,41;265505644303;15.213,76;94252336190
2005-04-01;16.126,84;81072910601;16.285,65;207234512821;14.082,81;259288076508;26.943,99;35023700642;15.404,26;265121472158;15.217,90;94145504768
2005-04-02;16.126,84;81072910601;16.285,65;207234512821;14.082,81;259288076508;26.943,99;35023700642;15.404,26;265121472158;15.217,90;94145504768
2005-04-03;16.126,84;81072910601;16.285,65;207234512821;14.082,81;259288076508;26.943,99;35023700642;15.404,26;265121472158;15.217,90;94145504768
2005-04-04;16.137,03;81124141516;16.324,56;207515611852;14.091,14;259075728249;26.955,78;35034938606;15.407,35;264938166483;15.224,15;94246443278
2005-04-05;16.166,71;81226303000;16.358,85;207344462469;14.117,11;259625057585;26.989,58;35077674461;15.429,83;265116485813;15.250,88;93829226819
2005-04-06;16.175,60;81492918366;16.386,07;206909279907;14.122,97;259223860326;27.012,74;35037193684;15.442,80;265150764356;15.261,91;93881163103
2005-04-07;16.158,58;81395630736;16.363,60;206554580004;14.116,22;257893485368;26.995,68;34843330665;15.438,45;265070177413;15.251,15;93782348710
2005-04-08;16.143,44;81364664617;16.341,66;205061546675;14.104,31;257202407149;26.963,92;34403528082;15.421,68;264657638048;15.232,12;93559729595
2005-04-09;16.143,44;81364664617;16.341,66;205061546675;14.104,31;257202407149;26.963,92;34403528082;15.421,68;264657638048;15.232,12;93559729595
2005-04-10;16.143,44;81364664617;16.341,66;205061546675;14.104,31;257202407149;26.963,92;34403528082;15.421,68;264657638048;15.232,12;93559729595
2005-04-11;16.154,28;81222006756;16.335,51;204657671427;14.113,39;257363532547;26.977,66;34425468511;15.435,71;264354566093;15.242,01;93619779327
2005-04-12;16.169,80;81328152335;16.377,46;203744252976;14.124,87;257384191054;26.996,94;34469153791;15.444,36;264626808301;15.247,48;93527155241
2005-04-13;16.181,62;81197579336;16.378,90;203172516011;14.138,43;259120467286;27.019,84;34538617697;15.456,88;264841544161;15.260,38;93618025123
2005-04-14;16.185,45;81219678563;16.383,92;203261998428;14.138,03;258122010319;27.017,05;34569239615;15.463,09;264687150731;15.261,22;93568568578
2005-04-15;16.223,68;80887382536;16.401,89;203108203847;14.179,83;258206483902;27.088,68;34284753273;15.493,87;264449214815;15.291,97;93382485419
2005-04-16;16.223,68;80887382536;16.401,89;203108203847;14.179,83;258206483902;27.088,68;34284753273;15.493,87;264449214815;15.291,97;93382485419
2005-04-17;16.223,68;80887382536;16.401,89;203108203847;14.179,83;258206483902;27.088,68;34284753273;15.493,87;264449214815;15.291,97;93382485419
2005-04-18;16.235,89;81122861918;16.426,82;203939706744;14.182,60;258719246458;27.114,26;34367993157;15.506,34;263320364550;15.305,37;93500797032
2005-04-19;16.274,52;81250950862;16.455,38;204527822121;14.214,37;259333596737;27.159,51;34427768753;15.535,80;263894977375;15.352,37;93148979674
2005-04-20;16.253,44;81215806997;16.462,63;205007603150;14.206,78;259196249083;27.122,61;34380855262;15.522,35;264007547659;15.336,53;93078082946
2005-04-21;16.257,78;81244193274;16.467,70;204922768585;14.216,11;258135469961;27.142,44;34443017556;15.531,57;264252789429;15.339,54;93096042290
2005-04-22;16.279,14;81314168158;16.505,42;204904269537;14.231,46;258581252104;27.187,82;34392074722;15.547,54;264414678717;15.352,88;93189918629
2005-04-23;16.279,14;81314168158;16.505,42;204904269537;14.231,46;258581252104;27.187,82;34392074722;15.547,54;264414678717;15.352,88;93189918629
2005-04-24;16.279,14;81314168158;16.505,42;204904269537;14.231,46;258581252104;27.187,82;34392074722;15.547,54;264414678717;15.352,88;93189918629
2005-04-25;16.283,33;81441652189;16.502,17;204989878100;14.231,93;258546112906;27.176,51;34380563286;15.553,68;264760342736;15.356,70;93318158127
2005-04-26;16.294,33;81382401656;16.503,08;204575628660;14.249,67;258894703864;27.199,79;34379812098;15.567,81;265166498845;15.374,34;93460972305
2005-04-27;16.352,76;80981956789;16.537,07;204886146643;14.291,90;259492588786;27.256,22;34468944609;15.625,91;266015965203;15.413,84;93706650853
2005-04-28;16.358,08;81021520615;16.506,13;204446315591;14.300,58;258853954702;27.233,19;34446455459;15.632,03;266241596183;15.422,83;93780356179
2005-04-29;16.365,46;81108512446;16.527,31;204737234051;14.308,31;258943091918;27.252,40;34470746948;15.639,56;266449068818;15.430,77;93870030031
2005-04-30;16.365,46;81108512446;16.527,31;204737234051;14.308,31;258943091918;27.252,40;34470746948;15.639,56;266449068818;15.430,77;93870030031
2005-05-01;16.365,46;81108512446;16.527,31;204737234051;14.308,31;258943091918;27.252,40;34470746948;15.639,56;266449068818;15.430,77;93870030031
2005-05-02;16.359,55;81079214187;16.486,49;204228899344;14.302,23;258829927394;27.238,77;34453509079;15.633,98;266277178983;15.421,93;93722872159
2005-05-03;16.362,39;80956474961;16.531,29;204614689561;14.304,82;258793473556;27.251,52;34265761722;15.628,43;266058834032;15.419,04;93169281095
2005-05-04;16.370,44;81045497100;16.534,87;204557255751;14.311,04;258895130800;27.259,40;34274906616;15.635,60;266018261126;15.426,63;93212224735
2005-05-05;16.390,80;80767623257;16.554,78;204136039782;14.328,13;258555003685;27.294,20;34318668293;15.659,83;266422895484;15.452,58;93198858716
2005-05-06;16.416,37;81090098993;16.571,48;204103880207;14.354,38;258537186641;27.332,93;34116379973;15.680,09;266630562567;15.475,82;93287018970
2005-05-07;16.416,37;81090098993;16.571,48;204103880207;14.354,38;258537186641;27.332,93;34116379973;15.680,09;266630562567;15.475,82;93287018970
2005-05-08;16.416,37;81090098993;16.571,48;204103880207;14.354,38;258537186641;27.332,93;34116379973;15.680,09;266630562567;15.475,82;93287018970
2005-05-09;16.412,73;80810102593;16.564,41;204120179404;14.360,74;258196437042;27.334,46;34074444813;15.688,84;265449517165;15.481,82;92891968716
2005-05-10;16.436,54;80932348815;16.574,99;204013404454;14.385,92;258442278774;27.362,38;33636778422;15.709,57;265775392362;15.495,81;92804180515
2005-05-11;16.434,05;80827181633;16.588,09;203867982138;14.384,72;258358873940;27.389,90;33594445573;15.707,49;264975823436;15.494,91;92790079748
2005-05-12;16.431,21;80801354054;16.538,41;202842716521;14.382,33;258058997498;27.355,40;33551970848;15.702,06;264975777994;15.487,34;92761214417
2005-05-13;16.420,36;81034263040;16.553,13;202836959931;14.365,83;257793121990;27.337,80;33554740019;15.683,73;264656052216;15.485,96;92764212257
2005-05-14;16.420,36;81034263040;16.553,13;202836959931;14.365,83;257793121990;27.337,80;33554740019;15.683,73;264656052216;15.485,96;92764212257
2005-05-15;16.420,36;81034263040;16.553,13;202836959931;14.365,83;257793121990;27.337,80;33554740019;15.683,73;264656052216;15.485,96;92764212257
2005-05-16;16.426,52;80971075525;16.540,21;202770717374;14.369,41;257928563970;27.332,88;33548643482;15.689,64;264763845314;15.489,45;92725159780
2005-05-17;16.415,97;80642636613;16.551,46;202696551414;14.363,18;257374137997;27.350,98;33156576895;15.677,31;263718395244;15.471,79;91172897541
2005-05-18;16.417,83;81115413296;16.557,60;202705486587;14.363,13;257385809977;27.341,28;33315192993;15.682,19;263664066789;15.485,54;91244467968
2005-05-19;16.444,33;81167162563;16.613,33;203679047786;14.380,19;257606061458;27.387,51;33384235446;15.700,64;263501386616;15.502,92;91349923661
2005-05-20;16.428,03;81487350337;16.574,50;203206547915;14.362,85;257436968667;27.358,82;33368375827;15.691,67;263525660641;15.487,91;91291224568
2005-05-21;16.428,03;81487350337;16.574,50;203206547915;14.362,85;257436968667;27.358,82;33368375827;15.691,67;263525660641;15.487,91;91291224568
2005-05-22;16.428,03;81487350337;16.574,50;203206547915;14.362,85;257436968667;27.358,82;33368375827;15.691,67;263525660641;15.487,91;91291224568
2005-05-23;16.428,03;81487350337;16.574,50;203206547915;14.362,85;257436968667;27.358,82;33368375827;15.691,67;263525660641;15.487,91;91291224568
2005-05-24;16.461,84;81678693075;16.624,56;203925828017;14.399,72;258070273799;27.425,80;33448288291;15.723,03;263817302981;15.525,27;91573439450
2005-05-25;16.444,81;81637874596;16.567,46;203356931509;14.389,04;258033659617;27.394,04;33489765554;15.707,78;263711896793;15.508,44;91477090277
2005-05-26;16.453,82;81656106678;16.610,24;203945373255;14.393,64;257973986474;27.411,35;33501736659;15.715,37;263841444746;15.518,27;91682965153
2005-05-27;16.446,31;81725361772;16.590,02;203621015714;14.393,62;258170010362;27.418,88;33520602481;15.718,19;263952368199;15.526,70;91729165771
2005-05-28;16.446,31;81725361772;16.590,02;203621015714;14.393,62;258170010362;27.418,88;33520602481;15.718,19;263952368199;15.526,70;91729165771
